the_geom_x,the_geom_webmercator_x,objectid_x,dc_key_x,location,point_x_x,point_y_x,lat_x,lng_x,the_geom_y,the_geom_webmercator_y,objectid_y,dc_key_y,point_x_y,point_y_y,lat_y,lng_y
0101000020E610000048C02A0FB9C952C0F3E1DDBAB0004440,0101000020110F00003C9AB65ECCE95FC1F6C4DB83A9905241,16857655,202225060154.0,3400 BLOCK N BROAD ST,-75.15192012,40.00539337,40.00539337,-75.15192012,0101000020E6100000E72219CDA5C952C03D9B559FAB004440,0101000020110F0000FECC7EA8ABE95FC11D631BDAA3905241,24634393,202525002915.0,-75.1507447,40.0052375,40.0052375,-75.1507447
0101000020E610000048C02A0FB9C952C0F3E1DDBAB0004440,0101000020110F00003C9AB65ECCE95FC1F6C4DB83A9905241,16857655,202225060154.0,3400 BLOCK N BROAD ST,-75.15192012,40.00539337,40.00539337,-75.15192012,0101000020E6100000E72219CDA5C952C03D9B559FAB004440,0101000020110F0000FECC7EA8ABE95FC11D631BDAA3905241,24516192,202525002482.0,-75.1507447,40.0052375,40.0052375,-75.1507447
0101000020E610000048C02A0FB9C952C0F3E1DDBAB0004440,0101000020110F00003C9AB65ECCE95FC1F6C4DB83A9905241,16857655,202225060154.0,3400 BLOCK N BROAD ST,-75.15192012,40.00539337,40.00539337,-75.15192012,0101000020E6100000E72219CDA5C952C03D9B559FAB004440,0101000020110F0000FECC7EA8ABE95FC11D631BDAA3905241,24612453,202525002213.0,-75.1507447,40.0052375,40.0052375,-75.1507447
0101000020E610000048C02A0FB9C952C0F3E1DDBAB0004440,0101000020110F00003C9AB65ECCE95FC1F6C4DB83A9905241,16857656,202225068696.0,3400 BLOCK N BROAD ST,-75.15192012,40.00539337,40.00539337,-75.15192012,0101000020E6100000E72219CDA5C952C03D9B559FAB004440,0101000020110F0000FECC7EA8ABE95FC11D631BDAA3905241,24634393,202525002915.0,-75.1507447,40.0052375,40.0052375,-75.1507447
0101000020E610000048C02A0FB9C952C0F3E1DDBAB0004440,0101000020110F00003C9AB65ECCE95FC1F6C4DB83A9905241,16857656,202225068696.0,3400 BLOCK N BROAD ST,-75.15192012,40.00539337,40.00539337,-75.15192012,0101000020E6100000E72219CDA5C952C03D9B559FAB004440,0101000020110F0000FECC7EA8ABE95FC11D631BDAA3905241,24516192,202525002482.0,-75.1507447,40.0052375,40.0052375,-75.1507447
0101000020E610000048C02A0FB9C952C0F3E1DDBAB0004440,0101000020110F00003C9AB65ECCE95FC1F6C4DB83A9905241,16857656,202225068696.0,3400 BLOCK N BROAD ST,-75.15192012,40.00539337,40.00539337,-75.15192012,0101000020E6100000E72219CDA5C952C03D9B559FAB004440,0101000020110F0000FECC7EA8ABE95FC11D631BDAA3905241,24612453,202525002213.0,-75.1507447,40.0052375,40.0052375,-75.1507447
0101000020E610000048C02A0FB9C952C0F3E1DDBAB0004440,0101000020110F00003C9AB65ECCE95FC1F6C4DB83A9905241,16857657,202225073051.0,3400 BLOCK N BROAD ST,-75.15192012,40.00539337,40.00539337,-75.15192012,0101000020E6100000E72219CDA5C952C03D9B559FAB004440,0101000020110F0000FECC7EA8ABE95FC11D631BDAA3905241,24634393,202525002915.0,-75.1507447,40.0052375,40.0052375,-75.1507447
0101000020E610000048C02A0FB9C952C0F3E1DDBAB0004440,0101000020110F00003C9AB65ECCE95FC1F6C4DB83A9905241,16857657,202225073051.0,3400 BLOCK N BROAD ST,-75.15192012,40.00539337,40.00539337,-75.15192012,0101000020E6100000E72219CDA5C952C03D9B559FAB004440,0101000020110F0000FECC7EA8ABE95FC11D631BDAA3905241,24516192,202525002482.0,-75.1507447,40.0052375,40.0052375,-75.1507447
0101000020E610000048C02A0FB9C952C0F3E1DDBAB0004440,0101000020110F00003C9AB65ECCE95FC1F6C4DB83A9905241,16857657,202225073051.0,3400 BLOCK N BROAD ST,-75.15192012,40.00539337,40.00539337,-75.15192012,0101000020E6100000E72219CDA5C952C03D9B559FAB004440,0101000020110F0000FECC7EA8ABE95FC11D631BDAA3905241,24612453,202525002213.0,-75.1507447,40.0052375,40.0052375,-75.1507447
0101000020E610000048C02A0FB9C952C0F3E1DDBAB0004440,0101000020110F00003C9AB65ECCE95FC1F6C4DB83A9905241,16857658,202225063287.0,3400 BLOCK N BROAD ST,-75.15192012,40.00539337,40.00539337,-75.15192012,0101000020E6100000E72219CDA5C952C03D9B559FAB004440,0101000020110F0000FECC7EA8ABE95FC11D631BDAA3905241,24634393,202525002915.0,-75.1507447,40.0052375,40.0052375,-75.1507447
0101000020E610000048C02A0FB9C952C0F3E1DDBAB0004440,0101000020110F00003C9AB65ECCE95FC1F6C4DB83A9905241,16857658,202225063287.0,3400 BLOCK N BROAD ST,-75.15192012,40.00539337,40.00539337,-75.15192012,0101000020E6100000E72219CDA5C952C03D9B559FAB004440,0101000020110F0000FECC7EA8ABE95FC11D631BDAA3905241,24516192,202525002482.0,-75.1507447,40.0052375,40.0052375,-75.1507447
0101000020E610000048C02A0FB9C952C0F3E1DDBAB0004440,0101000020110F00003C9AB65ECCE95FC1F6C4DB83A9905241,16857658,202225063287.0,3400 BLOCK N BROAD ST,-75.15192012,40.00539337,40.00539337,-75.15192012,0101000020E6100000E72219CDA5C952C03D9B559FAB004440,0101000020110F0000FECC7EA8ABE95FC11D631BDAA3905241,24612453,202525002213.0,-75.1507447,40.0052375,40.0052375,-75.1507447
0101000020E610000011DABCBB5FC952C05613C0A4E3FD4340,0101000020110F0000786115A434E95FC1F807EC8E8E8D5241,16857659,202226019781.0,2100 BLOCK N FRANKLIN ST,-75.1464681,39.98350963,39.98350963,-75.1464681,0101000020E6100000BFE81B6662C952C00E96B912E4FD4340,0101000020110F000018ED282B39E95FC10DD0D1088F8D5241,24357147,202526001027.0,-75.14663079,39.98352274,39.98352274,-75.14663079
0101000020E610000011DABCBB5FC952C05613C0A4E3FD4340,0101000020110F0000786115A434E95FC1F807EC8E8E8D5241,16857660,202226019781.0,2100 BLOCK N FRANKLIN ST,-75.1464681,39.98350963,39.98350963,-75.1464681,0101000020E6100000BFE81B6662C952C00E96B912E4FD4340,0101000020110F000018ED282B39E95FC10DD0D1088F8D5241,24357147,202526001027.0,-75.14663079,39.98352274,39.98352274,-75.14663079
0101000020E61000001127A4F369C952C01417B280AA034440,0101000020110F0000227975FF45E95FC162ED3F4AF6935241,16857667,202235061456.0,4900 BLOCK N BROAD ST,-75.14709179,40.02864083,40.02864083,-75.14709178,0101000020E6100000DDA83E2561C952C0397EEA50B4034440,0101000020110F00007FBF230A37E95FC11F32AE2C01945241,24549929,202535003768.0,-75.14655429,40.02894031,40.02894031,-75.14655429
0101000020E610000011B04E7C92C952C0BA5F0D6937024440,0101000020110F0000694145D98AE95FC191FB4FBA5A925241,16857677,202039019210.0,4200 BLOCK N BROAD ST,-75.14956577,40.01731599,40.01731599,-75.14956577,0101000020E610000098C2836697C952C042A411F94F024440,0101000020110F0000EA56763293E95FC1501489F775925241,24261686,202539001289.0,-75.14986575,40.01806558,40.01806558,-75.14986575
0101000020E610000011B04E7C92C952C0BA5F0D6937024440,0101000020110F0000694145D98AE95FC191FB4FBA5A925241,16857677,202039019210.0,4200 BLOCK N BROAD ST,-75.14956577,40.01731599,40.01731599,-75.14956577,0101000020E610000035A5690E98C952C00DFC0BB138024440,0101000020110F00009065A74F94E95FC149F70B265C925241,24506549,202539002845.0,-75.14990578,40.01735509,40.01735509,-75.14990578
0101000020E6100000AE39D59403CA52C056B19D94EE024440,0101000020110F000067710CF44AEA5FC130CE80DD25935241,16857680,202035079987.0,4500 BLOCK N 19TH ST,-75.15646859,40.0229059,40.0229059,-75.15646859,0101000020E6100000B989DED2FFC952C073B74ED0E4024440,0101000020110F0000CD7C0E9244EA5FC1329987081B935241,24229042,202535000867.0,-75.15623924,40.02260784,40.02260784,-75.15623924
0101000020E6100000AE39D59403CA52C056B19D94EE024440,0101000020110F000067710CF44AEA5FC130CE80DD25935241,16857681,202035079988.0,4500 BLOCK N 19TH ST,-75.15646859,40.0229059,40.0229059,-75.15646859,0101000020E6100000B989DED2FFC952C073B74ED0E4024440,0101000020110F0000CD7C0E9244EA5FC1329987081B935241,24229042,202535000867.0,-75.15623924,40.02260784,40.02260784,-75.15623924
0101000020E6100000AE39D59403CA52C056B19D94EE024440,0101000020110F000067710CF44AEA5FC130CE80DD25935241,16857682,202035079989.0,4500 BLOCK N 19TH ST,-75.15646859,40.0229059,40.0229059,-75.15646859,0101000020E6100000B989DED2FFC952C073B74ED0E4024440,0101000020110F0000CD7C0E9244EA5FC1329987081B935241,24229042,202535000867.0,-75.15623924,40.02260784,40.02260784,-75.15623924
0101000020E6100000AE39D59403CA52C056B19D94EE024440,0101000020110F000067710CF44AEA5FC130CE80DD25935241,16857683,202035079996.0,4500 BLOCK N 19TH ST,-75.15646859,40.0229059,40.0229059,-75.15646859,0101000020E6100000B989DED2FFC952C073B74ED0E4024440,0101000020110F0000CD7C0E9244EA5FC1329987081B935241,24229042,202535000867.0,-75.15623924,40.02260784,40.02260784,-75.15623924
0101000020E6100000AE39D59403CA52C056B19D94EE024440,0101000020110F000067710CF44AEA5FC130CE80DD25935241,16857684,202035079999.0,4500 BLOCK N 19TH ST,-75.15646859,40.0229059,40.0229059,-75.15646859,0101000020E6100000B989DED2FFC952C073B74ED0E4024440,0101000020110F0000CD7C0E9244EA5FC1329987081B935241,24229042,202535000867.0,-75.15623924,40.02260784,40.02260784,-75.15623924
0101000020E6100000D04FE5724BC752C09B3B3C7C80FF4340,0101000020110F0000338E8980ACE55FC191985633588F5241,16857618,202224032665.0,1800 BLOCK E WISHART ST,-75.11398003,39.99610856,39.99610856,-75.11398003,0101000020E610000042013EEC43C752C0930DF7D377FF4340,0101000020110F0000EC22ECB79FE55FC12AA1579A4E8F5241,24642874,202524003936.0,-75.11352068,39.99584436,39.99584436,-75.11352068
0101000020E61000008703D7CB65C752C0F86A687F77FF4340,0101000020110F00003CF28041D9E55FC1D7D6993C4E8F5241,16857622,202224053403.0,3100 BLOCK POTTER ST,-75.11558815,39.99583428,39.99583428,-75.11558815,0101000020E61000002977020E5FC752C0E07F6DF583FF4340,0101000020110F0000BCDF01CECDE55FC1B1801D0D5C8F5241,24428350,202524000007.0,-75.11517668,39.99621456,39.99621456,-75.11517668
0101000020E61000008703D7CB65C752C0F86A687F77FF4340,0101000020110F00003CF28041D9E55FC1D7D6993C4E8F5241,16857623,202224053403.0,3100 BLOCK POTTER ST,-75.11558815,39.99583428,39.99583428,-75.11558815,0101000020E61000002977020E5FC752C0E07F6DF583FF4340,0101000020110F0000BCDF01CECDE55FC1B1801D0D5C8F5241,24428350,202524000007.0,-75.11517668,39.99621456,39.99621456,-75.11517668
0101000020E610000036E355527EC752C04237669F68FF4340,0101000020110F0000720729EA02E65FC14CB0FFBE3D8F5241,16857632,202224063268.0,700 BLOCK E CLEARFIELD ST,-75.11708506,39.99538033,39.99538033,-75.11708506,0101000020E610000073526F7887C752C0E45F707264FF4340,0101000020110F0000E1A2737412E65FC1CF2EF11D398F5241,24667098,202524003642.0,-75.11764346,39.9952529,39.9952529,-75.11764346
0101000020E610000036E355527EC752C04237669F68FF4340,0101000020110F0000720729EA02E65FC14CB0FFBE3D8F5241,16857632,202224063268.0,700 BLOCK E CLEARFIELD ST,-75.11708506,39.99538033,39.99538033,-75.11708506,0101000020E6100000E2EC941687C752C0FA3A573168FF4340,0101000020110F00003F043DCE11E65FC1B0AEFC443D8F5241,24211238,202524001234.0,-75.11762013,39.99536721,39.99536721,-75.11762013
0101000020E610000036E355527EC752C04237669F68FF4340,0101000020110F0000720729EA02E65FC14CB0FFBE3D8F5241,16857633,202224063268.0,700 BLOCK E CLEARFIELD ST,-75.11708506,39.99538033,39.99538033,-75.11708506,0101000020E610000073526F7887C752C0E45F707264FF4340,0101000020110F0000E1A2737412E65FC1CF2EF11D398F5241,24667098,202524003642.0,-75.11764346,39.9952529,39.9952529,-75.11764346
0101000020E610000036E355527EC752C04237669F68FF4340,0101000020110F0000720729EA02E65FC14CB0FFBE3D8F5241,16857633,202224063268.0,700 BLOCK E CLEARFIELD ST,-75.11708506,39.99538033,39.99538033,-75.11708506,0101000020E6100000E2EC941687C752C0FA3A573168FF4340,0101000020110F00003F043DCE11E65FC1B0AEFC443D8F5241,24211238,202524001234.0,-75.11762013,39.99536721,39.99536721,-75.11762013
0101000020E610000034206BDB6ACB52C0E73EB5D1EBFD4340,0101000020110F00009D2E2338ADEC5FC15DD5CA9E978D5241,16857343,202022020315.0,1800 BLOCK N 27TH ST,-75.17839704,39.98375913,39.98375913,-75.17839704,0101000020E6100000525F96766ACB52C0DDEF5014E8FD4340,0101000020110F0000749FDD8CACEC5FC141089A79938D5241,24604635,202522003139.0,-75.178373,39.983645,39.983645,-75.178373
0101000020E610000034206BDB6ACB52C0E73EB5D1EBFD4340,0101000020110F00009D2E2338ADEC5FC15DD5CA9E978D5241,16857343,202022020315.0,1800 BLOCK N 27TH ST,-75.17839704,39.98375913,39.98375913,-75.17839704,0101000020E6100000B3B5BE4868CB52C0839FFED4F4FD4340,0101000020110F0000FC6F50D9A8EC5FC19A033D9CA18D5241,24557807,202522003386.0,-75.17824,39.98403418,39.98403418,-75.17824
0101000020E61000002ADA24587FC752C05E7B2C9E76FF4340,0101000020110F00006C47DEA604E65FC1BE2BE7424D8F5241,16857345,202024055139.0,3100 BLOCK WEYMOUTH ST,-75.11714748,39.99580743,39.99580743,-75.11714748,0101000020E61000000B50A61381C752C0B7E3D92778FF4340,0101000020110F0000A914359807E65FC1FCF656F74E8F5241,24365949,202524002936.0,-75.11725322,39.99585436,39.99585436,-75.11725322
0101000020E61000002ADA24587FC752C05E7B2C9E76FF4340,0101000020110F00006C47DEA604E65FC1BE2BE7424D8F5241,16857346,202024055140.0,3100 BLOCK WEYMOUTH ST,-75.11714748,39.99580743,39.99580743,-75.11714748,0101000020E61000000B50A61381C752C0B7E3D92778FF4340,0101000020110F0000A914359807E65FC1FCF656F74E8F5241,24365949,202524002936.0,-75.11725322,39.99585436,39.99585436,-75.11725322
0101000020E61000002ADA24587FC752C05E7B2C9E76FF4340,0101000020110F00006C47DEA604E65FC1BE2BE7424D8F5241,16857348,202024055137.0,3100 BLOCK WEYMOUTH ST,-75.11714748,39.99580743,39.99580743,-75.11714748,0101000020E61000000B50A61381C752C0B7E3D92778FF4340,0101000020110F0000A914359807E65FC1FCF656F74E8F5241,24365949,202524002936.0,-75.11725322,39.99585436,39.99585436,-75.11725322
0101000020E61000002ADA24587FC752C05E7B2C9E76FF4340,0101000020110F00006C47DEA604E65FC1BE2BE7424D8F5241,16857349,202024055138.0,3100 BLOCK WEYMOUTH ST,-75.11714748,39.99580743,39.99580743,-75.11714748,0101000020E61000000B50A61381C752C0B7E3D92778FF4340,0101000020110F0000A914359807E65FC1FCF656F74E8F5241,24365949,202524002936.0,-75.11725322,39.99585436,39.99585436,-75.11725322
0101000020E6100000B5187E684DC752C07FC97CF692FF4340,0101000020110F000046CC8CD4AFE55FC1D70E69AF6C8F5241,16857352,202024010217.0,800 BLOCK E Allegheny Ave,-75.11409962,39.99667245,39.99667245,-75.11409962,0101000020E6100000FDC5645862C752C06ABE29308DFF4340,0101000020110F0000619FE164D3E55FC1DCDF7F48668F5241,24708094,202524005954.0,-75.11537752,39.99649622,39.99649622,-75.11537752
0101000020E6100000520FF2F677C752C0C19BA01363FF4340,0101000020110F0000ADEADF1DF8E55FC19DCE0799378F5241,16857361,202024040175.0,3000 BLOCK POTTER ST,-75.11669707,39.99521108,39.99521108,-75.11669706,0101000020E61000005B4BF9F776C752C02B27885765FF4340,0101000020110F0000648EC76CF6E55FC1DB75EA1B3A8F5241,24332648,202524000660.0,-75.11663627,39.99528021,39.99528021,-75.11663627
0101000020E6100000520FF2F677C752C0C19BA01363FF4340,0101000020110F0000ADEADF1DF8E55FC19DCE0799378F5241,16857361,202024040175.0,3000 BLOCK POTTER ST,-75.11669707,39.99521108,39.99521108,-75.11669706,0101000020E61000005B4BF9F776C752C02B27885765FF4340,0101000020110F0000648EC76CF6E55FC1DB75EA1B3A8F5241,24611151,202524003965.0,-75.11663627,39.99528021,39.99528021,-75.11663627
0101000020E6100000520FF2F677C752C0C19BA01363FF4340,0101000020110F0000ADEADF1DF8E55FC19DCE0799378F5241,16857361,202024040175.0,3000 BLOCK POTTER ST,-75.11669707,39.99521108,39.99521108,-75.11669706,0101000020E61000005B4BF9F776C752C02B27885765FF4340,0101000020110F0000648EC76CF6E55FC1DB75EA1B3A8F5241,24646541,202524005298.0,-75.11663627,39.99528021,39.99528021,-75.11663627
0101000020E61000008CF678219DC652C0B077DA75CAFF4340,0101000020110F000003EFC36784E45FC18FFB4C36AA8F5241,16857370,202024048144.0,3500 BLOCK EMERALD ST,-75.1033405,39.9983661,39.9983661,-75.1033405,0101000020E6100000C255D8EBA1C652C06144EC5DCDFF4340,0101000020110F00006BEEE18A8CE45FC132F7376FAD8F5241,24614593,202524005150.0,-75.1036329,39.99845481,39.9984548,-75.10363289
0101000020E6100000DA7F741C05C852C08CE3551062FF4340,0101000020110F000015D446DEE7E65FC1D6099479368F5241,16857374,202024069483.0,3000 BLOCK ORMES ST,-75.12531196,39.99518017,39.99518017,-75.12531196,0101000020E61000008176871403C852C04B2025766DFF4340,0101000020110F0000FD52216BE4E65FC1B492481C438F5241,24515023,202524001292.0,-75.125188,39.995528,39.995528,-75.125188
0101000020E6100000DA7F741C05C852C08CE3551062FF4340,0101000020110F000015D446DEE7E65FC1D6099479368F5241,16857374,202024069483.0,3000 BLOCK ORMES ST,-75.12531196,39.99518017,39.99518017,-75.12531196,0101000020E6100000F113E6C106C852C016653E396DFF4340,0101000020110F00005F2224AAEAE65FC1AC87C4D8428F5241,24641144,202524003119.0,-75.12541244,39.99552074,39.99552074,-75.12541244
0101000020E61000009CF2CFA977C752C0683D5B8B3FFF4340,0101000020110F00007F28DB9AF7E55FC1EB3AF034108F5241,16857382,202024066962.0,3000 BLOCK RUTH ST,-75.11667867,39.99412672,39.99412672,-75.11667867,0101000020E610000029A3DB5C86C752C027F11C3E27FF4340,0101000020110F0000808FC49210E65FC183F32E44F58E5241,24574774,202524001946.0,-75.11757585,39.99338509,39.99338509,-75.11757585
0101000020E61000009CF2CFA977C752C0683D5B8B3FFF4340,0101000020110F00007F28DB9AF7E55FC1EB3AF034108F5241,16857382,202024066962.0,3000 BLOCK RUTH ST,-75.11667867,39.99412672,39.99412672,-75.11667867,0101000020E61000002CB221288CC752C0D8252EF02AFF4340,0101000020110F0000C4E4416A1AE65FC1789CF85CF98E5241,24669292,202524000872.0,-75.11792949,39.99349787,39.99349787,-75.11792949
0101000020E6100000802D2B248BC852C0E27946AEDD024440,0101000020110F0000DAC82C88CBE75FC1F2285F1F13935241,16857384,202025018416.0,4600 BLOCK N 5TH ST,-75.13349251,40.02239017,40.02239016,-75.13349251,0101000020E6100000AAB3BD8A8AC852C0D3E9CC7FC0024440,0101000020110F00000E0A9083CAE75FC12F4052C2F2925241,24544778,202525001360.0,-75.13345593,40.02149961,40.02149961,-75.13345593
0101000020E6100000802D2B248BC852C0E27946AEDD024440,0101000020110F0000DAC82C88CBE75FC1F2285F1F13935241,16857384,202025018416.0,4600 BLOCK N 5TH ST,-75.13349251,40.02239017,40.02239016,-75.13349251,0101000020E6100000AAB3BD8A8AC852C0D3E9CC7FC0024440,0101000020110F00000E0A9083CAE75FC12F4052C2F2925241,24513062,202525002699.0,-75.13345593,40.02149961,40.02149961,-75.13345593
0101000020E6100000802D2B248BC852C0E27946AEDD024440,0101000020110F0000DAC82C88CBE75FC1F2285F1F13935241,16857384,202025018416.0,4600 BLOCK N 5TH ST,-75.13349251,40.02239017,40.02239016,-75.13349251,0101000020E6100000AAB3BD8A8AC852C0D3E9CC7FC0024440,0101000020110F00000E0A9083CAE75FC12F4052C2F2925241,24513063,202525002762.0,-75.13345593,40.02149961,40.02149961,-75.13345593
0101000020E6100000958C52F862C752C0203558FE9DFF4340,0101000020110F00003E598974D4E55FC1670407EA788F5241,16857386,202024090336.0,3200 BLOCK G ST,-75.11541565,39.99700908,39.99700908,-75.11541565,0101000020E610000077C3F0F062C752C0268A90BA9DFF4340,0101000020110F0000895BFF67D4E55FC1665DE29E788F5241,24515805,202525000900.0,-75.11541389,39.997001,39.997001,-75.11541389
0101000020E61000007FB97957FBC852C0A5072E249A004440,0101000020110F00005D1A9A1D8AE85FC1A5FE377890905241,16857387,202025019227.0,3500 BLOCK N MARSHALL ST,-75.14034068,40.00470402,40.00470402,-75.14034068,0101000020E6100000DA187DFDF7C852C0D6A4A167AF004440,0101000020110F0000C299396C84E85FC1E979B90BA8905241,24638821,202525003508.0,-75.14013612,40.00535293,40.00535293,-75.14013612
0101000020E61000007FB97957FBC852C0A5072E249A004440,0101000020110F00005D1A9A1D8AE85FC1A5FE377890905241,16857387,202025019227.0,3500 BLOCK N MARSHALL ST,-75.14034068,40.00470402,40.00470402,-75.14034068,0101000020E6100000305FC1AAF8C852C0A2751A8AB7004440,0101000020110F00006032899285E85FC19BE9B510B1905241,24638643,202525003509.0,-75.14017743,40.00560118,40.00560118,-75.14017743
0101000020E61000007FB97957FBC852C0A5072E249A004440,0101000020110F00005D1A9A1D8AE85FC1A5FE377890905241,16857387,202025019227.0,3500 BLOCK N MARSHALL ST,-75.14034068,40.00470402,40.00470402,-75.14034068,0101000020E6100000727C61F0F8C852C04B1E2EBDA6004440,0101000020110F00009F3FCD0886E85FC1B545FA6F9E905241,24667726,202525003507.0,-75.14019403,40.00508848,40.00508847,-75.14019403
0101000020E61000007FB97957FBC852C0A5072E249A004440,0101000020110F00005D1A9A1D8AE85FC1A5FE377890905241,16857387,202025019227.0,3500 BLOCK N MARSHALL ST,-75.14034068,40.00470402,40.00470402,-75.14034068,0101000020E6100000AF1F28D8FBC852C01E8E2A9AB9004440,0101000020110F000039152EF88AE85FC1E88F365AB3905241,24698356,202525003510.0,-75.14037136,40.00566413,40.00566413,-75.14037136
0101000020E61000007FB97957FBC852C0A5072E249A004440,0101000020110F00005D1A9A1D8AE85FC1A5FE377890905241,16857388,202025019228.0,3500 BLOCK N MARSHALL ST,-75.14034068,40.00470402,40.00470402,-75.14034068,0101000020E6100000DA187DFDF7C852C0D6A4A167AF004440,0101000020110F0000C299396C84E85FC1E979B90BA8905241,24638821,202525003508.0,-75.14013612,40.00535293,40.00535293,-75.14013612
0101000020E61000007FB97957FBC852C0A5072E249A004440,0101000020110F00005D1A9A1D8AE85FC1A5FE377890905241,16857388,202025019228.0,3500 BLOCK N MARSHALL ST,-75.14034068,40.00470402,40.00470402,-75.14034068,0101000020E6100000305FC1AAF8C852C0A2751A8AB7004440,0101000020110F00006032899285E85FC19BE9B510B1905241,24638643,202525003509.0,-75.14017743,40.00560118,40.00560118,-75.14017743
0101000020E61000007FB97957FBC852C0A5072E249A004440,0101000020110F00005D1A9A1D8AE85FC1A5FE377890905241,16857388,202025019228.0,3500 BLOCK N MARSHALL ST,-75.14034068,40.00470402,40.00470402,-75.14034068,0101000020E6100000727C61F0F8C852C04B1E2EBDA6004440,0101000020110F00009F3FCD0886E85FC1B545FA6F9E905241,24667726,202525003507.0,-75.14019403,40.00508848,40.00508847,-75.14019403
